	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT3G02770	271	180	261	443	664	386	280	404	371	571	432	511
AT3G02780	544	376	397	310	387	304	198	309	265	642	364	473
AT3G02790	180	135	239	101	178	130	137	122	203	163	87	169
AT3G02800	6	8	48	123	80	31	70	23	40	88	64	111
AT3G02810	0	0	0	0	0	0	0	0	1	0	0	0
AT3G02820	3	0	0	7	0	0	21	0	3	0	0	2
AT3G02830	355	146	245	73	95	145	73	58	90	184	59	101
AT3G02832	12	19	37	0	51	19	0	16	10	55	15	8
AT3G01145	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01155	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02840	2	17	15	96	50	83	0	14	43	32	28	97
AT3G01165	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02850	22	9	0	0	0	5	0	0	0	1	0	4
AT3G02860	253	68	142	123	147	157	97	158	223	164	116	156
AT3G02870	203	186	285	34	121	194	58	92	150	270	101	118
AT3G01195	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02875	149	43	59	187	116	74	759	800	560	191	127	127
AT3G02880	988	386	441	2185	1302	1021	1026	731	1183	1894	1244	1906
AT3G02885	0	7	0	21	0	0	0	0	0	0	16	0
AT3G02890	69	34	40	32	14	20	32	43	23	50	19	18
AT3G02900	570	195	203	166	266	253	236	208	232	213	154	248
AT3G01205	141	50	172	50	54	52	13	9	16	72	27	62
AT3G02910	2366	1628	1886	1033	1217	1861	820	1126	918	1707	677	1170
AT3G02920	55	54	44	40	35	44	11	4	52	45	21	39
AT3G01215	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02930	230	71	123	92	122	174	35	109	94	241	155	110
AT3G02940	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02950	70	35	42	36	109	73	8	84	32	67	50	43
AT3G02960	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02970	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02975	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02980	11	9	10	0	19	0	1	1	0	1	5	1
AT3G01225	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02990	21	7	25	1	3	0	8	22	13	21	26	9
AT3G03000	270	82	216	137	195	133	99	87	135	196	183	173
AT3G03010	35	40	95	15	52	45	79	77	62	169	34	71
AT3G03020	245	149	223	423	423	174	128	110	181	310	224	361
AT3G03030	42	15	24	4	10	7	2	2	0	12	4	2
AT3G03040	440	150	332	352	204	285	235	74	307	274	138	324
AT3G03050	262	93	123	240	172	161	343	193	283	256	91	243
AT3G03060	172	98	107	253	179	177	143	169	270	185	180	350
AT3G03070	1057	740	835	797	985	668	694	874	820	1149	727	995
AT3G03080	0	0	6	0	0	0	0	0	0	0	0	0
AT3G03090	104	47	165	46	49	64	117	56	23	94	82	98
AT3G03100	2099	916	1561	1768	1443	1314	1595	1332	1665	1643	793	1591
AT3G03110	106	42	49	80	74	65	79	40	70	70	59	122
AT3G03120	46	36	32	74	83	34	49	89	67	73	31	73
AT3G01235	15	1	0	0	1	10	0	7	0	3	0	0
AT3G03130	0	4	0	5	0	6	0	0	2	11	0	6
AT3G03140	99	64	78	117	75	95	79	144	71	153	132	61
AT3G03150	798	1000	1272	88	282	247	160	228	101	333	162	245
AT3G03160	1114	647	1082	1313	1768	1143	1030	1103	1562	1749	1220	1824
AT3G03170	36	10	0	0	0	0	0	0	6	0	0	0
AT3G03180	30	22	39	0	10	27	7	18	1	84	9	61
AT3G03190	100	107	74	25	52	33	41	31	22	25	35	14
AT3G03200	0	0	0	14	0	0	0	0	0	4	0	0
AT3G03210	121	63	65	81	70	53	31	22	58	70	46	84
AT3G03220	90	83	95	16	88	39	24	50	65	70	45	71
AT3G03230	0	1	0	0	0	0	0	0	0	0	0	0
AT3G03240	4	0	0	0	0	1	2	0	0	0	2	0
AT3G03250	765	422	486	372	456	454	701	515	543	587	335	530
AT3G03260	0	0	0	0	0	0	0	0	0	4	0	0
AT3G03270	217	136	265	127	277	243	207	379	443	283	193	239
AT3G03272	0	0	7	0	0	0	7	0	0	0	0	6
AT3G03280	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03290	21	0	0	0	0	0	0	0	0	0	0	0
AT3G03300	29	24	54	2	23	16	11	5	28	67	20	31
AT3G03305	205	55	99	203	67	130	89	70	87	191	55	116
AT3G03310	70	36	34	119	97	133	216	195	279	104	113	138
AT3G03320	64	25	46	49	82	48	57	32	122	38	66	83
AT3G03330	377	222	390	450	273	309	406	236	350	295	194	408
AT3G03340	151	133	158	122	154	280	227	272	155	230	136	145
AT3G03341	25	5	12	13	36	0	10	19	33	46	27	19
AT3G03350	0	0	6	0	0	13	0	0	7	4	0	0
AT3G03360	41	21	17	37	23	15	17	26	30	21	27	32
AT3G03370	0	1	5	0	11	3	0	0	4	17	20	2
AT3G03380	160	71	179	97	86	143	109	120	108	207	81	100
AT3G03400	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03405	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03410	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03420	109	42	119	90	82	55	104	94	71	69	81	105
AT3G03430	0	0	0	8	0	0	0	0	0	0	1	14
AT3G03440	41	18	11	338	109	117	420	241	257	145	123	310
AT3G03450	20	12	20	10	11	6	6	4	18	12	20	37
AT3G03460	44	1	44	28	2	33	10	26	41	12	5	16
AT3G03470	122	117	165	159	269	166	197	700	218	204	169	151
AT3G03480	0	1	0	0	0	1	0	0	0	2	0	0
AT3G03490	252	185	271	161	419	465	516	457	536	418	243	431
AT3G03500	0	0	0	0	0	0	0	0	0	0	0	1
AT3G01255	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03510	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03520	106	87	188	111	89	172	97	36	95	81	74	206
AT3G03530	0	2	0	0	0	0	0	0	4	0	0	1
AT3G03540	0	0	0	0	0	0	1	0	0	0	0	0
AT3G03550	629	293	603	399	473	528	441	412	448	642	409	538
AT3G03560	557	268	361	1091	722	582	717	642	611	971	676	1015
AT3G03570	124	64	167	196	140	114	202	171	132	151	63	176
AT3G03580	109	37	156	47	44	36	47	26	58	34	39	67
AT3G01285	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01275	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03590	36	36	37	58	38	9	41	9	34	50	26	51
AT3G03600	460	218	249	377	484	382	213	363	332	470	301	582
AT3G03610	116	31	38	127	178	45	95	115	163	120	83	135
AT3G01295	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03620	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03630	159	41	104	11	37	6	32	4	24	53	14	35
AT3G03640	198	156	243	137	186	187	96	134	101	206	123	199
AT3G03650	0	0	0	16	0	0	0	0	0	0	14	1
AT3G03660	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01305	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01315	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03670	0	0	0	0	0	4	0	4	0	0	22	0
AT3G03680	80	61	98	113	104	140	114	94	131	108	43	167
AT3G03690	186	125	133	132	305	215	250	210	283	247	212	337
AT3G03702	6	5	13	0	1	9	0	1	1	10	6	5
AT3G03700	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03710	969	455	889	383	360	560	291	188	202	674	227	519
AT3G03720	81	115	120	103	98	45	130	168	125	68	90	92
AT3G03726	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03730	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03740	300	183	236	343	573	423	285	506	633	627	346	453
AT3G03750	107	15	53	61	73	87	47	60	34	57	49	90
AT3G03760	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03770	803	334	405	433	331	454	303	118	299	640	271	572
AT3G03773	187	52	74	319	137	110	168	75	171	201	109	272
AT3G03776	7	0	0	0	0	0	0	0	7	5	0	0
AT3G03780	6585	3439	5051	5271	4410	3830	3934	2072	2789	6518	2913	4495
AT3G03790	92	64	105	50	97	166	79	107	135	116	58	103
AT3G03800	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03810	82	6	16	35	11	57	8	61	27	26	39	38
AT3G03820	19	4	53	0	0	12	0	1	1	3	0	0
AT3G03826	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03828	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03830	0	0	5	0	0	0	0	0	0	1	0	0
AT3G03840	30	1	9	6	1	1	0	0	0	2	0	0
AT3G03845	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03847	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03850	9	15	6	1	8	1	1	0	14	4	0	15
AT3G03852	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03860	392	260	358	354	558	373	408	350	432	397	242	461
AT3G03870	550	395	546	610	719	435	242	367	234	523	597	620
AT3G03880	95	173	242	95	193	143	66	137	118	168	105	143
AT3G03890	208	133	183	53	105	101	179	193	84	168	28	132
AT3G03900	106	38	27	47	66	45	56	43	69	139	24	55
AT3G01365	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03910	6	0	18	0	12	7	11	16	8	3	1	10
AT3G03920	1712	977	1184	1299	2329	1621	1525	1984	1843	2286	1025	1877
AT3G01375	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03930	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03940	1732	1221	2229	695	1067	1643	2065	1300	1346	1289	762	1291
AT3G03950	444	124	253	202	305	328	362	375	301	300	167	260
AT3G03960	643	336	416	325	339	486	306	179	487	408	203	468
AT3G03970	40	13	40	38	12	31	13	7	28	35	6	21
AT3G03980	237	227	314	26	69	138	74	86	87	187	26	101
AT3G03990	1689	1538	1380	306	368	485	542	809	284	673	279	475
AT3G04000	41	17	20	30	58	38	349	609	353	38	68	39
AT3G04010	205	237	161	383	603	524	1168	819	1441	419	403	553
AT3G04020	54	35	18	17	15	22	38	54	43	57	13	52
AT3G04030	8	24	18	1	27	30	5	29	10	45	10	14
AT3G01385	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04040	35	12	18	0	23	14	40	37	15	21	8	39
AT3G04050	0	0	0	0	0	0	20	0	17	4	0	3
AT3G04060	31	23	15	328	286	199	265	240	290	291	240	244
AT3G04070	48	34	18	131	58	72	72	27	82	7	24	55
AT3G04080	142	47	38	50	118	98	72	77	132	154	57	138
AT3G04090	713	553	748	715	589	504	611	622	657	550	426	549
AT3G04100	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01395	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04110	46	46	38	45	69	70	10	4	29	26	25	78
AT3G04120	10684	5227	6006	11915	15713	14221	9804	10370	15034	18923	11731	19510
AT3G04130	4	22	13	9	9	24	16	6	6	14	19	42
AT3G04140	136	49	72	4	24	36	2	2	2	19	8	38
AT3G04150	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04160	51	11	34	0	12	27	0	1	6	41	0	19
AT3G04170	0	0	0	0	0	0	11	0	0	0	0	0
AT3G04180	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04181	0	0	1	0	3	1	0	0	1	0	24	0
AT3G04184	2	0	5	0	2	8	13	11	3	5	14	3
AT3G01425	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04190	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04200	0	0	0	0	0	7	5	0	6	0	0	6
AT3G04210	772	637	901	648	1348	678	1005	1298	1522	1832	1136	919
AT3G04220	15	24	5	145	184	85	105	56	101	91	111	208
AT3G01445	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04230	462	307	289	671	763	433	339	397	615	748	525	662
AT3G04240	280	117	222	282	273	299	461	343	461	346	202	334
AT3G04250	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04260	514	351	480	116	171	410	159	195	115	571	191	279
AT3G04270	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04280	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04290	23	17	23	33	11	40	37	0	27	41	0	41
AT3G04300	7	0	2	17	6	19	0	6	13	11	0	6
AT3G04310	23	75	42	5	41	58	63	23	27	25	15	59
AT3G04320	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04330	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04340	409	235	301	118	173	232	82	270	126	718	199	182
AT3G04350	264	157	288	149	187	144	357	219	201	285	217	263
AT3G04360	0	0	0	0	0	3	0	0	14	0	0	0
AT3G04370	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04380	12	25	19	3	9	9	3	48	8	15	1	31
AT3G04390	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04400	17804	12098	16626	11857	18357	13808	12922	11607	15298	16860	9788	18041
AT3G04410	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04420	8	1	19	5	18	5	24	7	3	9	0	20
AT3G04430	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04440	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04443	21	20	52	1	16	5	0	0	0	1	1	3
AT3G04450	32	27	37	11	8	7	23	8	1	4	9	10
AT3G04460	207	98	120	125	116	79	118	103	90	124	50	156
AT3G04470	485	236	402	500	447	422	439	506	475	414	302	588
AT3G04480	97	26	74	205	102	103	40	45	72	193	65	276
AT3G04485	47	11	36	6	7	19	0	6	8	13	0	0
AT3G04490	196	66	76	147	78	50	37	62	108	88	55	171
AT3G04500	200	75	67	111	155	133	64	126	165	240	77	104
AT3G04510	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04520	158	67	87	26	120	38	70	34	82	26	61	56
AT3G04525	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04530	0	0	0	0	0	2	0	0	0	0	0	0
AT3G04540	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04545	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04550	11668	6910	9905	2242	3595	6461	1676	1877	2222	8181	2535	3981
AT3G01485	1	0	0	0	0	4	0	5	0	0	6	2
AT3G04560	32	58	48	24	111	95	24	134	161	215	57	81
AT3G01495	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04570	0	0	0	0	0	0	2	0	0	0	0	0
AT3G04580	165	145	145	508	512	432	210	324	485	587	618	655
AT3G04590	406	190	279	231	322	260	213	270	302	411	167	338
AT3G04600	228	121	261	154	177	198	162	129	230	167	82	230
AT3G04610	131	79	162	105	77	126	147	43	80	112	62	121
AT3G04620	11	32	66	70	55	61	76	76	159	59	41	61
AT3G04630	82	16	58	106	102	236	323	132	222	128	72	138
AT3G04640	185	168	238	840	746	433	300	908	832	719	507	738
AT3G04650	171	118	169	66	85	67	53	64	110	134	83	121
AT3G04660	0	0	0	2	0	0	2	0	0	0	0	0
AT3G04670	110	34	73	128	188	74	202	158	311	170	173	123
AT3G04680	147	60	136	185	95	95	134	65	197	123	109	150
AT3G04690	0	0	0	0	0	0	0	0	1	0	0	1
AT3G04700	15	10	2	0	12	5	0	8	10	2	0	3
AT3G04710	104	56	95	91	53	91	23	37	78	107	34	113
AT3G04720	237	114	337	162	133	212	84	104	89	147	205	209
AT3G04730	471	453	404	138	378	326	500	574	639	408	256	335
AT3G04735	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04740	492	95	287	301	128	287	243	117	312	263	195	454
AT3G04750	11	17	26	5	0	23	2	5	17	31	13	8
AT3G04760	403	194	234	93	120	120	8	20	54	157	86	120
AT3G04765	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04770	160	70	121	46	143	82	61	109	152	127	33	135
AT3G04780	674	287	334	468	628	565	741	540	668	720	383	593
AT3G04790	6953	4369	5244	2064	3670	2859	1594	1643	2149	5152	1883	3309
AT3G01505	1	0	6	0	0	1	6	0	2	5	8	1
AT3G04800	4	0	0	0	0	0	0	1	0	0	0	0
AT3G04810	99	38	33	20	16	23	25	24	79	43	13	29
AT3G01515	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04820	106	44	34	87	40	69	82	74	108	64	44	117
AT3G04830	498	276	222	447	465	273	219	351	436	478	427	487
AT3G04840	7213	3383	5438	4788	4819	4407	4588	3350	5414	5711	2813	6956
AT3G04850	0	2	50	2	0	24	0	6	38	23	6	28
AT3G04854	0	0	0	0	2	1	0	0	0	0	0	0
AT3G04855	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04860	41	46	44	14	38	30	29	14	7	47	7	51
AT3G04870	402	262	327	100	114	160	212	133	187	252	107	168
AT3G04880	224	63	125	51	251	98	145	162	174	146	84	70
AT3G01525	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04890	107	94	184	62	112	56	100	56	68	120	40	91
AT3G04900	0	0	0	7	5	0	0	0	0	0	0	0
AT3G04903	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04910	1091	585	1005	372	484	612	339	421	336	931	244	510
AT3G04920	4196	2348	2500	2091	3798	2755	1816	2683	3403	4146	1968	3732
AT3G04930	436	257	435	732	636	517	659	511	530	883	602	933
AT3G04940	618	230	550	158	113	126	38	37	44	212	169	151
AT3G04943	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04945	0	0	0	8	0	0	0	0	0	0	0	0
AT3G04950	105	47	91	39	66	45	12	61	40	48	23	26
AT3G04960	20	4	10	0	2	7	0	0	0	5	1	13
AT3G04970	41	19	112	94	71	35	42	12	49	74	47	100
AT3G04980	3	4	26	1	5	16	18	0	2	18	7	6
AT3G01535	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04990	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05000	528	429	599	359	748	538	549	450	594	492	336	679
AT3G05010	138	102	172	265	175	153	184	108	210	172	85	143
AT3G01545	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05020	333	253	197	162	245	227	139	266	220	310	247	217
AT3G05030	534	314	255	77	146	252	165	95	125	390	107	124
AT3G01555	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05035	1	0	0	0	0	0	10	9	0	0	0	1
AT3G01565	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01575	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01585	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05040	80	52	100	63	45	95	88	15	100	72	45	117
AT3G05050	246	105	102	206	240	182	152	225	267	304	207	249
AT3G01595	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05060	7669	2266	4859	2915	2586	5156	2927	2770	4450	3839	1661	4018
AT3G05070	135	63	80	91	118	78	43	81	101	171	16	73
AT3G05090	396	283	226	319	374	288	290	446	413	459	347	493
AT3G05080	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01605	0	0	0	0	1	0	0	0	0	0	0	0
AT3G05100	340	161	219	126	124	129	135	58	106	160	92	139
AT3G05110	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05120	452	291	302	145	216	178	122	131	116	248	123	205
AT3G05130	492	242	505	70	144	593	55	180	107	662	187	349
AT3G05140	0	0	0	0	0	0	0	0	1	0	0	0
AT3G05150	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05152	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05155	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05160	468	232	473	78	110	162	14	73	77	170	39	86
AT3G05165	455	339	388	294	463	306	459	1090	409	322	277	364
AT3G05170	216	153	125	128	179	227	104	160	188	218	106	147
AT3G05180	15	54	55	0	26	11	1	15	9	14	10	14
AT3G01615	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05190	0	4	4	0	12	7	0	0	0	1	0	12
AT3G05200	63	114	139	288	388	317	189	284	325	523	389	477
AT3G05210	91	65	158	229	108	150	155	69	180	168	111	101
AT3G05220	6125	2481	4178	4391	5392	5188	12327	14346	13924	7457	4290	4913
AT3G05230	44	45	24	92	76	51	15	48	89	107	49	58
AT3G05240	0	0	0	0	2	0	0	0	1	0	0	0
AT3G05250	69	31	85	69	102	129	124	162	143	94	57	103
AT3G05260	0	2	0	0	0	0	0	0	16	0	0	1
AT3G05270	210	129	227	121	129	225	62	67	118	248	91	146
AT3G05280	145	131	151	100	180	173	107	138	166	221	129	225
AT3G05290	303	296	522	276	462	303	364	373	418	489	249	344
AT3G05300	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05310	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05320	163	87	229	256	194	210	90	41	85	97	137	207
AT3G05327	23	6	19	2	36	30	15	12	12	30	16	16
AT3G05330	10	1	0	1	25	10	32	10	14	18	22	24
AT3G05345	0	0	18	0	2	4	0	9	2	10	9	8
AT3G05340	11	4	0	0	16	0	0	10	0	18	5	0
AT3G05350	207	113	143	114	115	91	179	193	199	145	63	105
AT3G05360	33	8	13	140	46	12	125	50	238	34	19	62
AT3G05365	0	0	0	0	0	0	12	5	10	2	1	8
AT3G01625	0	0	0	0	0	0	1	16	0	8	0	0
AT3G05370	70	33	67	63	34	31	30	22	24	59	31	42
AT3G05380	94	38	62	229	188	224	419	445	382	207	126	272
AT3G01635	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05390	6	0	0	0	0	0	0	5	14	2	1	0
AT3G05400	14	8	4	0	6	3	0	34	8	3	0	6
AT3G05410	165	95	167	44	60	90	71	65	54	142	55	62
AT3G05420	285	68	249	302	188	268	296	143	372	322	294	408
AT3G05425	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05430	5	3	10	17	6	31	0	13	7	26	11	1
AT3G05440	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05450	0	1	0	0	3	0	0	0	0	0	0	0
AT3G01645	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05460	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05470	6	17	4	2	4	7	3	0	6	25	0	17
AT3G05480	13	0	2	0	1	7	0	0	10	0	0	0
AT3G05490	500	272	229	212	294	139	389	302	307	428	223	285
AT3G05500	1716	1002	1787	8442	7467	3626	5831	5309	8689	4721	5349	7954
AT3G05510	22	39	20	51	17	20	32	32	12	22	64	44
AT3G05520	493	278	614	209	200	282	290	280	250	233	165	254
AT3G05525	0	3	1	0	0	0	0	0	0	0	0	0
AT3G05530	574	267	565	576	733	454	733	726	892	752	442	924
AT3G05540	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05545	2264	1119	1499	1305	1835	1826	1482	2077	1748	2220	1220	1506
AT3G05550	6	0	0	4	3	0	5	1	0	6	3	14
AT3G05560	3999	1961	2835	2016	2723	2183	2385	1951	2849	2965	1451	3141
AT3G05570	232	74	127	201	161	127	152	68	276	151	46	192
AT3G05580	277	83	139	482	397	294	372	337	510	380	414	578
AT3G01655	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05590	7021	3604	5309	4573	5305	5220	4807	4610	5560	4908	3524	7518
AT3G05600	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05610	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05620	0	5	0	0	6	2	0	0	2	0	0	3
AT3G05625	180	96	191	80	55	73	53	3	32	106	13	46
AT3G05630	6	0	23	0	3	9	0	2	7	8	0	4
AT3G05640	102	91	53	85	157	70	285	430	305	249	87	98
AT3G01665	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05650	216	77	113	365	169	316	59	65	237	298	116	375
AT3G01675	0	0	0	0	0	1	0	0	9	0	0	0
AT3G05660	313	122	212	562	448	929	290	140	544	997	613	911
AT3G05670	675	344	672	684	741	1566	418	1159	1068	1439	980	911
AT3G05675	43	27	53	51	48	26	12	25	6	57	16	25
AT3G01695	1	3	0	2	9	1	0	9	5	0	2	1
AT3G05680	84	89	141	77	70	99	131	98	103	79	60	69
AT3G05685	22	15	36	66	31	33	54	9	102	76	40	46
AT3G05690	22	33	31	40	67	3	34	12	37	26	28	38
AT3G01715	0	0	0	0	0	0	6	5	0	5	0	0
AT3G05700	318	211	176	267	267	241	191	269	333	213	158	273
AT3G05710	185	107	83	599	518	560	372	432	496	540	523	569
AT3G05720	2	0	0	0	0	0	0	0	0	0	0	0
AT3G05725	0	0	0	0	0	0	0	0	0	0	0	2
AT3G05727	0	0	0	0	0	0	1	0	0	0	0	0
AT3G01735	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05730	3889	1378	2614	566	1193	1651	879	943	1105	2787	780	1397
AT3G05740	15	1	11	2	0	0	8	9	1	0	0	20
AT3G05741	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05746	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05750	172	74	147	57	16	51	28	9	22	93	10	45
AT3G05755	0	0	0	0	0	0	0	0	0	0	0	1
AT3G05760	2235	1127	2045	3171	3278	3788	3084	3148	3794	4019	2538	3320
AT3G01745	0	3	0	0	6	0	1	0	0	0	2	0
AT3G05770	0	0	3	0	0	0	0	0	0	0	2	0
AT3G01755	0	0	0	0	3	0	0	0	0	0	0	0
AT3G05775	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05780	0	0	0	0	0	0	0	0	0	0	0	1
AT3G05790	7	6	11	5	2	7	2	12	3	4	0	0
AT3G05800	1310	684	808	549	1131	1042	1506	2106	1589	1955	668	964
AT3G01765	0	6	0	0	0	0	0	0	0	0	0	0
AT3G01775	3	0	0	1	0	0	0	0	0	0	0	0
AT3G05810	108	51	97	89	137	71	121	127	150	92	49	73
AT3G05820	0	6	0	1	0	0	0	0	1	5	0	0
AT3G05830	163	123	157	193	277	403	117	254	357	447	241	308
AT3G05835	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05840	2176	1423	1369	1307	1191	1205	968	858	909	1584	711	1068
AT3G05850	33	5	1	12	32	40	9	4	48	37	18	22
AT3G05858	0	0	0	0	0	0	0	0	0	0	0	0
AT3G01785	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05860	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05870	315	473	425	172	357	544	215	606	233	278	344	366
AT3G05880	20802	22276	19405	5925	11934	9609	11320	14605	8694	18842	10185	11358
AT3G01795	0	0	5	0	7	0	0	0	0	0	0	0
AT3G05890	65	51	1	3	38	26	9	85	39	125	9	44
AT3G05905	11	0	1	4	0	3	3	5	22	9	0	0
AT3G05900	522	204	467	102	84	230	89	116	94	270	119	128
AT3G05910	511	247	420	103	170	235	372	238	303	277	116	167
AT3G05920	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05932	33	4	42	12	19	30	4	25	11	46	23	46
AT3G05930	0	0	1	8	12	0	6	0	2	8	2	17
AT3G05935	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05936	45	45	56	24	126	47	75	20	41	110	47	61
AT3G05937	191	103	139	240	168	102	303	274	165	218	142	161
AT3G05940	331	87	156	193	106	239	153	112	147	156	46	230
AT3G05950	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05960	1	0	0	0	0	0	0	0	0	1	0	0
AT3G05970	355	242	351	644	400	520	433	345	430	595	465	800
AT3G05975	0	0	0	0	0	0	0	0	0	1	0	0
AT3G01805	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05980	1	20	34	8	0	8	26	9	14	6	1	0
AT3G05990	310	123	182	252	120	281	197	123	180	163	95	161
AT3G06000	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06010	630	290	778	571	459	968	714	617	477	629	352	583
AT3G06019	0	1	4	0	0	0	5	2	0	0	0	0
AT3G06020	74	14	73	48	25	65	26	73	13	30	9	26
AT3G06030	7	6	0	0	4	0	22	8	14	10	14	9
AT3G06035	337	432	302	234	572	388	774	450	447	530	349	481
AT3G06040	529	385	431	337	438	502	420	483	432	515	211	393
AT3G06050	390	206	285	137	252	246	223	263	225	424	230	213
AT3G06060	86	24	46	40	52	57	16	29	47	126	39	104
AT3G06070	75	7	75	9	2	10	4	6	17	5	11	15
