	mock_1	mock_2	mock_3	SUPP1331_1	SUPP1331_2	SUPP1331_3	DC3000_1	DC3000_2	DC3000_3	delta_1	delta_2	delta_3
AT1G04470	0	0	0	0	0	1	0	0	0	0	0	0
AT1G04263	12	16	10	4	25	17	16	79	19	32	5	11
AT1G04480	1746	775	899	993	1522	839	1083	1127	1703	1712	1091	1647
AT1G04267	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04273	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04277	2	2	2	3	28	9	21	12	22	13	14	9
AT1G04490	0	0	0	11	37	8	113	202	332	5	23	14
AT1G04500	1	2	0	0	1	0	9	9	3	1	4	6
AT1G04510	195	137	187	135	179	185	244	211	116	203	180	320
AT1G04520	90	51	93	21	24	37	38	1	16	40	28	38
AT1G04530	305	460	539	431	777	686	304	438	432	842	535	756
AT1G04540	1	0	0	15	0	0	0	0	0	10	0	11
AT1G04550	299	123	258	174	187	200	95	67	83	246	88	226
AT1G04555	46	76	66	42	95	66	52	82	77	154	30	86
AT1G04560	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04570	42	22	15	19	65	108	59	29	150	117	11	97
AT1G04580	0	0	0	0	0	0	0	0	1	0	0	1
AT1G04590	160	64	55	91	54	96	76	74	112	135	31	80
AT1G04600	10	8	8	6	3	4	8	7	19	0	6	6
AT1G04610	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04620	266	99	208	42	73	79	58	95	36	140	40	72
AT1G04625	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04630	595	382	475	335	569	347	326	421	469	584	313	516
AT1G04635	19	0	14	0	3	0	0	4	0	5	0	7
AT1G04640	777	422	652	445	467	439	332	267	329	769	310	538
AT1G04645	0	0	0	0	0	0	0	0	0	1	0	0
AT1G04650	8	13	17	2	0	4	7	0	6	12	0	1
AT1G04283	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04660	0	5	10	0	9	0	0	0	0	7	0	11
AT1G04670	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04680	871	613	694	259	293	391	205	89	204	352	284	365
AT1G04690	2607	1311	1704	2282	2742	2168	1829	2069	2035	4211	2326	3240
AT1G04700	22	0	0	1	12	0	1	9	7	4	5	2
AT1G04710	186	102	136	40	89	95	32	67	50	111	32	124
AT1G04720	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04730	19	4	15	0	0	0	0	0	0	6	0	0
AT1G04750	1186	1052	1308	1114	1730	1080	1067	1152	1552	1286	1023	1355
AT1G04287	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04760	6	12	7	10	0	0	0	0	3	9	4	13
AT1G04770	1180	732	908	566	665	595	214	486	331	473	301	564
AT1G04778	0	0	0	2	0	1	0	8	0	0	0	6
AT1G04780	1361	649	1484	2335	1642	2599	2377	2976	3563	2260	1365	2668
AT1G04790	104	49	134	40	85	84	59	80	77	77	53	109
AT1G04800	836	294	205	424	478	802	309	242	382	804	469	433
AT1G04810	212	147	201	331	236	278	298	227	340	225	186	441
AT1G04820	4163	2448	3321	2002	3293	2157	1726	1776	2634	3641	2304	2416
AT1G04830	117	57	58	109	115	86	68	66	116	131	49	119
AT1G04840	0	6	0	0	15	12	1	0	18	7	1	7
AT1G04850	2126	1390	1942	1832	2183	3175	1798	2485	2445	3118	2116	2352
AT1G04860	228	160	124	96	255	207	157	271	193	250	213	265
AT1G04870	241	86	137	196	285	241	176	289	363	267	220	257
AT1G04880	1	0	0	0	0	0	13	0	0	4	0	0
AT1G04890	1	0	0	0	0	0	0	0	0	0	0	0
AT1G04293	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04895	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04900	111	41	87	49	78	85	78	72	88	163	74	176
AT1G04297	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04910	163	64	89	78	105	89	34	77	97	187	34	110
AT1G04303	0	0	0	0	0	0	1	0	0	0	0	0
AT1G04920	0	0	0	0	0	10	8	0	0	3	8	0
AT1G04930	14	1	9	18	4	8	0	15	6	27	15	20
AT1G04945	64	39	95	115	101	160	185	110	158	76	92	143
AT1G04940	252	144	281	68	114	81	25	71	73	122	32	123
AT1G04950	82	38	60	23	108	69	56	119	57	76	42	113
AT1G04960	391	363	361	438	600	614	793	596	762	853	495	642
AT1G04970	163	69	116	70	103	58	116	81	80	105	79	69
AT1G04980	390	242	389	869	970	605	283	510	432	594	597	778
AT1G04985	383	193	305	272	394	380	318	450	432	583	363	403
AT1G04990	242	195	186	287	484	240	350	403	411	442	310	511
AT1G05000	13	0	11	6	11	24	2	37	4	23	10	9
AT1G05005	0	0	0	0	0	0	1	0	0	0	0	0
AT1G04307	0	0	0	0	0	0	3	0	0	0	0	0
AT1G05010	1269	782	1136	3799	3073	1621	4201	4406	3537	2286	3020	3328
AT1G05020	0	0	0	37	4	3	6	19	18	13	0	15
AT1G05030	752	209	675	402	277	513	413	281	388	583	222	458
AT1G04313	4	4	17	0	1	12	0	0	0	13	7	13
AT1G05035	0	0	0	0	0	0	0	0	0	5	0	0
AT1G04323	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05040	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05055	65	25	55	31	24	25	11	15	16	30	16	35
AT1G05060	159	118	106	150	147	81	100	69	130	142	97	95
AT1G05065	71	42	39	19	33	22	13	8	7	88	21	4
AT1G05070	264	155	156	70	94	78	70	101	131	205	37	108
AT1G05080	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05085	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04327	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04333	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05087	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05090	0	1	0	0	0	0	0	0	0	0	0	0
AT1G05100	16	3	5	95	403	83	623	912	1204	103	214	124
AT1G05120	190	92	234	274	318	241	202	194	223	283	153	250
AT1G05136	0	0	0	0	0	1	0	0	0	0	0	0
AT1G05140	1399	911	1377	317	435	465	166	196	201	728	238	420
AT1G05150	32	38	51	63	21	72	27	77	45	81	59	66
AT1G05160	71	35	44	49	59	85	51	61	56	83	117	45
AT1G05170	176	111	71	136	164	143	59	184	121	234	273	99
AT1G04337	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05180	259	176	176	246	150	242	243	245	321	224	104	209
AT1G05190	4867	2431	3996	1072	1518	2075	978	1148	1094	3040	967	1999
AT1G05200	270	41	204	53	78	95	191	125	189	165	44	145
AT1G04343	0	0	0	0	0	0	0	0	0	1	0	0
AT1G05205	39	38	93	38	45	58	9	37	51	49	36	33
AT1G04347	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05210	80	81	67	20	72	126	49	75	74	112	41	74
AT1G05220	0	0	0	0	0	0	0	0	0	0	0	2
AT1G04353	0	0	0	1	2	0	4	0	6	0	9	0
AT1G05230	156	68	86	50	84	50	69	95	56	64	37	104
AT1G05240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04357	1	0	5	0	0	0	0	0	0	0	0	0
AT1G04363	14	8	46	3	24	35	8	28	21	44	20	21
AT1G04367	0	0	3	1	0	0	1	0	0	0	0	0
AT1G05250	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05260	8	1	0	0	2	6	4	0	0	0	0	0
AT1G05270	396	206	352	427	452	439	444	374	470	721	403	703
AT1G05280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04373	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05291	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04377	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04383	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04387	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05300	114	142	163	208	64	139	70	86	93	142	82	164
AT1G05310	1	3	1	0	0	0	0	18	0	13	0	0
AT1G05320	447	339	458	295	317	320	172	262	249	509	220	391
AT1G05330	0	0	0	0	0	0	0	1	0	0	0	0
AT1G05340	124	102	68	228	236	242	62	220	148	104	169	250
AT1G05350	512	155	254	504	375	421	502	342	469	456	259	471
AT1G05360	11	2	6	30	39	13	23	18	17	32	22	27
AT1G05370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05380	233	160	223	167	251	251	168	301	206	261	139	174
AT1G05385	364	206	300	88	175	117	82	106	140	336	210	142
AT1G05390	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05400	5	1	4	0	4	1	4	0	2	24	0	1
AT1G05410	107	21	73	112	127	75	116	79	143	217	32	164
AT1G05420	20	3	7	2	1	38	0	1	1	15	0	1
AT1G05430	205	73	206	65	125	120	192	151	140	175	67	142
AT1G05440	0	7	0	0	0	0	0	0	0	9	10	0
AT1G05450	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05460	1022	439	777	217	236	457	179	188	264	678	351	359
AT1G05470	24	5	30	11	6	0	0	0	0	31	0	14
AT1G05490	8	1	0	0	21	3	2	0	0	3	2	3
AT1G05500	316	93	209	210	149	292	106	125	250	282	74	172
AT1G05510	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05520	115	50	93	119	71	68	88	109	133	119	33	163
AT1G05530	0	0	0	2	0	0	13	0	6	0	0	4
AT1G05540	249	70	133	47	62	60	29	6	35	81	33	27
AT1G05550	3	0	0	0	0	0	0	0	0	6	0	0
AT1G05562	76	92	96	8	45	38	38	32	31	68	21	52
AT1G05560	1827	1070	843	1136	2137	2013	6194	9592	13515	2721	1981	2947
AT1G05570	209	131	251	446	238	266	320	231	191	261	279	408
AT1G04393	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04397	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05575	25	1	3	42	60	29	200	415	429	76	54	34
AT1G05577	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05580	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05590	151	83	197	86	76	97	98	13	74	112	51	80
AT1G05600	113	56	122	57	97	64	66	53	62	99	55	136
AT1G05610	0	0	0	0	0	1	0	8	0	6	0	0
AT1G05615	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05620	43	76	77	75	48	51	158	178	109	47	66	42
AT1G05630	65	5	32	49	38	33	20	25	75	34	26	36
AT1G05640	0	17	1	0	10	16	8	11	2	32	20	8
AT1G05650	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04403	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05660	0	1	0	0	0	0	3	0	0	0	0	0
AT1G05670	30	8	78	36	10	11	12	1	16	12	26	28
AT1G05675	45	22	57	172	222	149	69	48	87	248	173	105
AT1G05680	56	40	16	149	458	292	654	2473	1389	292	436	438
AT1G05690	14	12	22	35	23	6	23	36	22	43	12	16
AT1G05700	0	0	0	21	0	19	1	0	15	8	0	5
AT1G04407	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05710	6	22	25	20	43	60	34	32	14	69	1	17
AT1G05720	119	157	170	84	237	182	102	228	274	281	145	130
AT1G04413	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05730	12	9	2	8	22	19	12	34	30	35	14	31
AT1G04417	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05750	22	37	30	41	73	24	37	24	21	17	40	33
AT1G05760	11	3	6	0	5	2	6	0	4	8	2	3
AT1G05770	5	0	0	0	0	0	0	0	0	6	6	0
AT1G05780	89	18	52	29	78	59	35	19	57	67	54	102
AT1G04423	0	0	3	0	0	0	0	0	0	0	0	0
AT1G05783	0	0	0	6	4	0	0	0	7	0	0	5
AT1G04427	0	0	0	10	5	0	0	0	0	0	0	0
AT1G05785	48	36	34	98	132	33	52	138	153	143	79	207
AT1G05790	52	34	99	51	31	30	87	87	78	98	41	58
AT1G05800	0	0	0	0	0	0	0	0	0	0	3	0
AT1G05805	306	172	236	182	213	267	129	151	277	255	111	257
AT1G05810	25	17	31	60	45	72	113	44	93	98	27	134
AT1G05820	24	1	9	22	22	26	31	49	26	39	3	34
AT1G05830	164	57	75	117	52	98	71	91	91	96	60	74
AT1G05835	0	0	4	0	6	6	7	0	1	15	4	13
AT1G04433	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05840	174	87	185	258	369	253	556	329	475	242	327	573
AT1G04437	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05850	6704	3539	4487	2499	2791	3112	3065	2612	3367	4035	1892	2789
AT1G05860	111	45	74	28	53	27	61	28	48	66	8	80
AT1G05870	74	41	64	37	58	83	37	26	51	87	62	38
AT1G05880	4	1	9	28	53	23	49	34	45	59	45	44
AT1G05890	211	133	237	370	416	374	395	289	433	408	364	378
AT1G05894	0	0	0	0	0	0	0	0	9	0	0	0
AT1G05900	86	30	115	115	14	51	110	87	36	68	20	62
AT1G05910	117	112	187	152	109	121	72	114	113	269	98	169
AT1G05920	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05930	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05940	814	287	758	526	412	339	504	282	400	542	221	442
AT1G05950	23	13	5	3	2	8	0	2	6	4	5	11
AT1G05960	703	319	611	704	357	443	488	319	522	426	420	609
AT1G05970	58	26	78	38	38	28	44	30	15	29	29	47
AT1G05980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05990	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06002	492	179	379	1293	1453	726	1948	1711	1628	1429	1317	1133
AT1G06000	177	115	98	303	945	417	1048	1815	1158	970	814	549
AT1G06010	278	120	146	170	197	178	113	144	195	270	199	203
AT1G06020	0	2	0	0	10	0	0	0	0	1	0	0
AT1G06030	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06040	2730	1507	2343	693	1132	976	798	573	749	1414	630	997
AT1G06045	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06050	23	12	6	25	22	18	12	14	12	26	20	11
AT1G06060	548	350	506	468	732	627	415	381	519	738	501	884
AT1G06070	128	88	146	134	134	135	177	80	45	132	79	104
AT1G04443	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06080	0	0	0	0	0	0	0	0	0	9	0	0
AT1G06090	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06110	198	108	136	88	216	112	226	118	188	260	136	168
AT1G06120	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06130	612	199	432	723	428	418	585	371	402	672	565	685
AT1G06135	0	0	0	1	0	4	0	8	0	0	3	0
AT1G06137	1	1	0	13	17	0	0	0	0	0	0	0
AT1G06140	41	0	26	18	7	17	7	0	5	4	22	25
AT1G06143	20	21	16	26	10	55	41	52	27	13	27	48
AT1G06150	203	107	244	119	98	167	239	100	84	157	81	159
AT1G06148	0	0	0	1	20	0	2	0	9	0	8	30
AT1G06160	77	32	94	37	130	70	175	50	138	123	63	121
AT1G06170	0	0	0	0	0	0	0	0	0	2	0	0
AT1G04447	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06180	20	7	0	34	55	57	59	62	61	89	55	41
AT1G06190	1828	1036	1424	649	1199	1117	767	761	821	1725	736	941
AT1G06200	685	297	477	418	433	393	404	358	487	578	243	371
AT1G06210	183	333	353	433	837	517	658	845	814	786	674	672
AT1G06220	252	160	182	77	183	184	111	186	178	202	142	135
AT1G06225	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06230	1972	839	2061	2482	1424	2401	1753	1641	2398	1995	1169	2453
AT1G06240	410	204	433	96	100	145	103	70	68	177	64	125
AT1G06250	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06265	31	12	3	8	22	25	9	0	15	1	0	0
AT1G06260	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06270	51	11	19	10	12	28	81	38	49	40	51	20
AT1G06280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06290	32	13	32	31	18	20	24	29	9	28	28	25
AT1G06310	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06320	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06330	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06340	0	0	0	0	0	0	0	0	0	1	0	1
AT1G06350	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06360	11	0	0	0	0	0	0	0	0	0	0	0
AT1G06380	163	107	158	161	104	109	131	87	142	131	110	133
AT1G06390	338	121	192	344	256	310	331	357	330	476	168	394
AT1G06400	1578	1184	1592	615	944	950	858	890	848	1231	402	865
AT1G04453	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06410	2743	1082	2027	1302	715	1369	1150	769	1204	1401	721	1486
AT1G06420	4	10	13	3	8	33	16	9	0	48	1	0
AT1G06430	301	142	276	94	201	150	329	347	293	199	79	153
AT1G06440	54	30	45	15	37	27	18	34	30	60	16	33
AT1G06450	31	21	53	9	18	13	15	0	10	11	3	15
AT1G04463	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06460	9347	4586	9551	3685	3241	4082	3743	2774	3608	4082	1891	3827
AT1G04467	0	1	0	0	0	0	0	0	1	0	0	0
AT1G06470	284	103	226	144	172	285	241	154	243	409	128	223
AT1G06475	17	18	0	0	10	7	0	7	0	17	8	9
AT1G06480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06490	0	0	18	0	5	7	0	0	0	1	0	3
AT1G06500	80	148	94	22	116	102	27	47	36	142	72	55
AT1G04473	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06515	161	78	140	101	115	62	107	46	82	129	69	113
AT1G04477	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06510	155	119	172	59	110	78	64	90	51	62	49	78
AT1G06520	10	18	9	11	13	1	1	8	4	24	0	21
AT1G06530	2951	2938	3022	1657	3812	4860	1774	4948	3685	6396	3302	4459
AT1G06540	0	1	1	5	2	8	6	5	4	3	0	2
AT1G06550	187	72	108	79	84	103	80	57	47	159	49	68
AT1G06560	158	78	129	137	69	129	76	88	98	87	81	175
AT1G04483	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06570	125	60	103	116	245	176	502	460	567	339	171	275
AT1G06580	50	10	11	24	25	21	3	2	9	19	4	12
AT1G06590	10	5	29	16	26	9	4	17	9	7	6	7
AT1G06610	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06620	11	9	53	67	186	39	946	774	1036	44	135	103
AT1G06630	170	86	168	124	133	195	144	101	210	198	62	190
AT1G06640	160	126	197	71	138	64	197	266	214	175	79	55
AT1G06645	98	75	82	17	16	8	6	3	20	31	0	28
AT1G04487	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06650	425	255	448	236	190	323	107	100	169	311	174	191
AT1G06660	4	1	6	0	0	2	0	0	2	0	0	0
AT1G06670	526	344	478	104	274	727	217	345	461	703	202	318
AT1G06680	40683	16435	26325	6088	8913	11839	5130	5386	5496	20822	5107	8633
AT1G06690	291	113	165	78	51	112	138	121	88	226	24	69
AT1G06700	1180	474	1047	1849	1025	1143	741	817	1457	1246	577	1267
AT1G06710	22	3	34	29	13	22	21	0	35	2	5	40
AT1G04493	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04497	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06720	1076	361	903	461	475	1197	531	841	997	1408	460	876
AT1G06730	231	99	195	127	76	83	125	88	113	100	97	148
AT1G06740	0	1	0	0	0	0	0	0	0	0	0	0
AT1G06750	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06760	1000	1149	1403	336	444	676	334	424	342	533	395	606
AT1G04503	2	12	3	0	0	0	0	6	0	3	7	0
AT1G06770	97	69	72	81	141	108	63	109	92	219	114	95
AT1G06780	259	62	151	65	117	229	104	137	141	141	62	128
AT1G06790	215	91	82	151	108	115	119	69	121	227	107	106
AT1G04507	0	0	0	0	0	0	0	0	0	0	0	3
AT1G06800	64	24	45	96	41	59	83	81	150	72	29	25
AT1G04513	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06810	0	4	0	0	4	0	0	0	0	0	0	0
AT1G06820	376	150	208	156	189	138	129	123	138	368	208	305
AT1G06830	224	112	87	76	95	92	33	10	55	97	82	79
AT1G06840	95	70	41	39	35	71	12	8	20	93	48	116
AT1G06850	163	25	135	109	92	106	36	19	45	31	70	134
AT1G04517	3	2	4	0	13	4	4	4	2	28	4	2
AT1G06860	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04523	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06870	122	60	22	132	129	115	126	94	160	153	71	197
AT1G04527	8	10	10	3	24	21	0	0	2	18	11	12
AT1G06880	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06890	486	232	482	601	467	636	360	385	574	552	330	563
AT1G06900	204	86	146	78	141	191	114	149	133	317	173	236
AT1G06910	60	6	82	15	19	8	19	18	8	57	4	5
AT1G06920	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06923	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04533	0	0	0	0	0	0	10	0	0	0	0	0
AT1G06925	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06930	0	0	0	0	0	0	1	0	0	0	0	0
AT1G06950	1992	738	1376	749	619	912	462	500	719	1096	332	646
AT1G06960	233	46	115	94	117	165	114	42	98	152	69	114
AT1G06970	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06980	226	58	60	20	6	26	4	4	4	23	7	13
AT1G06990	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07000	294	130	283	2912	1871	1117	1182	1059	1590	1816	1285	1842
AT1G07010	175	149	168	59	64	122	27	69	43	138	39	68
AT1G04537	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07020	154	81	106	117	248	126	34	94	167	240	109	149
AT1G04547	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07025	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07030	266	144	212	642	826	416	741	613	702	696	855	914
AT1G07040	120	81	133	162	128	105	139	269	154	157	83	99
AT1G07050	6196	3396	4083	677	1099	2285	451	584	417	2588	743	1353
AT1G07051	0	0	0	0	0	6	0	3	0	1	1	0
AT1G07060	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04557	0	0	0	0	0	2	0	0	8	0	0	0
AT1G07070	370	180	374	121	172	178	84	64	183	195	53	218
AT1G07080	828	519	697	456	529	428	409	390	529	556	229	479
AT1G07090	101	118	187	170	168	94	58	94	151	107	42	81
AT1G07100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07110	468	282	575	171	149	266	123	118	58	328	153	270
AT1G07119	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07120	10	0	0	0	0	0	0	0	1	0	0	0
AT1G04563	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07128	22	23	45	61	83	64	59	75	72	84	63	63
AT1G07130	41	2	38	43	40	51	37	50	48	110	54	61
AT1G07135	1545	620	888	6093	7437	4723	2205	2758	3225	11196	5953	6965
AT1G07140	15638	8222	12420	14940	18809	17876	11363	16683	18082	21422	14421	19892
AT1G07150	25	20	26	9	38	54	20	21	33	38	27	39
AT1G07160	0	2	0	11	3	1	7	1	17	8	4	4
AT1G07170	280	180	261	226	330	228	339	344	329	360	251	384
AT1G07175	0	11	0	0	0	8	13	0	12	0	17	0
AT1G07180	116	69	64	72	61	123	82	85	123	122	14	75
AT1G07190	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07200	35	17	12	116	5	40	32	18	27	122	67	132
AT1G07210	492	344	390	521	695	406	445	363	494	438	397	718
AT1G07220	195	75	112	190	125	209	167	60	236	186	114	285
AT1G04567	0	0	0	0	0	0	10	0	0	0	0	0
AT1G07230	47	50	88	90	56	88	33	81	83	87	41	69
AT1G07240	244	147	264	382	307	236	274	298	275	419	411	365
AT1G07250	721	574	673	288	465	730	297	448	283	690	348	600
AT1G07260	0	0	10	5	19	4	109	29	44	5	0	3
AT1G07270	2	0	0	0	0	11	1	7	6	3	0	0
AT1G07280	769	569	668	179	121	238	228	190	192	259	144	359
AT1G04573	0	0	0	0	0	0	0	1	0	0	0	0
AT1G07290	4	0	0	19	4	0	0	2	0	5	0	8
AT1G07300	3	22	13	1	30	11	16	10	21	5	8	8
AT1G07310	769	537	957	1336	681	831	1335	499	895	636	539	1325
AT1G07320	3843	1652	2590	546	844	1388	489	476	588	2172	690	1025
AT1G07330	3	1	4	0	1	0	0	0	0	0	0	0
AT1G07340	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07350	629	268	687	840	390	560	580	419	730	418	350	605
AT1G07360	267	91	304	185	164	177	88	186	165	205	140	177
AT1G07370	57	24	34	0	16	33	33	0	6	32	12	19
AT1G07380	35	6	26	13	6	12	23	8	15	7	3	10
AT1G07390	33	16	5	0	18	18	2	0	10	8	12	12
AT1G07400	19	18	26	11	45	15	66	51	68	43	26	27
AT1G07410	17	3	11	19	16	16	33	5	16	44	15	27
AT1G07420	744	628	981	537	758	551	890	817	569	832	380	703
AT1G07430	196	195	125	407	915	966	757	2352	1476	1091	668	737
AT1G07440	681	634	602	108	269	231	92	48	53	346	130	221
AT1G07450	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07460	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07470	185	67	143	102	169	93	180	139	197	190	49	157
AT1G04577	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07473	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04583	0	0	0	0	0	0	0	0	0	0	0	2
AT1G07476	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07480	114	71	120	64	89	132	165	52	155	169	76	124
AT1G04587	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07485	23	24	31	8	2	0	0	0	22	10	0	1
AT1G07490	11	29	0	1	0	6	0	0	0	9	12	0
AT1G07510	134	72	113	65	95	82	192	244	223	117	114	90
AT1G07500	0	0	1	0	14	3	53	111	45	17	0	1
AT1G07520	94	42	74	174	104	147	58	97	99	297	275	208
AT1G07530	169	123	102	161	157	170	164	111	94	273	143	212
AT1G07540	0	0	0	0	1	0	1	0	0	0	0	0
AT1G04593	0	0	0	0	0	0	0	0	0	0	0	1
AT1G07550	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07560	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07570	101	32	46	37	197	111	72	91	68	152	36	139
AT1G04597	0	0	0	0	0	0	0	0	0	0	1	0
AT1G07580	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07590	23397	24907	25210	20862	45443	23874	58275	81075	71554	39841	29111	38159
AT1G07600	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04603	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07610	1437	2668	1629	1055	3931	2172	6651	9934	8144	3168	1764	2077
AT1G07615	162	34	63	49	99	105	146	110	232	121	88	124
AT1G07620	21	35	46	274	255	99	137	217	184	208	168	213
AT1G04607	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07630	384	202	229	789	464	557	739	597	1100	772	469	519
AT1G07640	102	119	185	183	235	137	232	188	159	206	230	246
AT1G07650	228	169	138	163	128	132	84	140	91	221	86	138
AT1G07645	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07660	632	316	366	384	463	321	267	289	278	592	403	542
AT1G07670	129	87	127	207	298	233	441	327	244	272	207	332
AT1G07680	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07690	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07700	336	199	215	116	321	109	137	195	217	290	133	238
AT1G07705	72	66	63	78	64	95	61	56	69	39	26	82
AT1G07702	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07710	0	0	0	0	0	16	0	0	0	2	1	0
AT1G07720	309	328	141	128	313	163	370	379	405	409	157	302
AT1G04623	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07725	0	0	0	0	1	0	0	0	0	0	0	1
